Date,Open,High,Low,Close,Volume,Company
11/18/2024,84.82,84.85,83.66,84.08,"25,278,119",price_wmt
11/15/2024,84.53,84.78,83.94,84.25,"17,370,600",price_wmt
11/14/2024,85.03,85.76,84.34,84.47,"15,740,730",price_wmt
11/13/2024,84.99,85.79,84.77,85.5,"12,802,620",price_wmt
11/12/2024,84.5,85.53,84.5,84.99,"12,860,190",price_wmt
11/11/2024,84.95,85.41,84.12,84.21,"10,433,170",price_wmt
11/08/2024,84.28,85.42,84.23,84.83,"14,396,540",price_wmt
11/07/2024,83.72,84.39,83.42,83.85,"12,665,780",price_wmt
11/06/2024,85.14,85.54,82.06,83.44,"19,974,039",price_wmt
11/05/2024,82.68,83.77,82.51,83.68,"10,612,490",price_wmt
11/04/2024,82.2,82.91,82.0,82.45,"11,731,040",price_wmt
11/01/2024,82.53,82.53,81.54,82.19,"12,181,830",price_wmt
10/31/2024,81.29,82.44,81.22,81.95,"15,538,970",price_wmt
10/30/2024,81.6,81.83,81.3,81.39,"9,268,824",price_wmt
10/29/2024,82.67,82.86,81.67,81.7,"9,682,403",price_wmt
10/28/2024,82.75,83.08,82.47,82.75,"7,990,186",price_wmt
10/25/2024,83.2,83.3,82.44,82.51,"8,959,412",price_wmt
10/24/2024,82.96,83.32,82.58,83.04,"11,645,860",price_wmt
10/23/2024,81.89,83.34,81.8,83.27,"13,058,240",price_wmt
10/22/2024,81.11,82.23,80.83,82.02,"12,240,150",price_wmt
10/21/2024,81.23,81.55,80.72,80.81,"9,750,376",price_wmt
10/18/2024,80.87,81.69,80.66,81.31,"12,324,150",price_wmt
10/17/2024,81.27,81.5,80.65,80.89,"9,424,705",price_wmt
10/16/2024,81.53,81.66,80.62,81.22,"11,123,250",price_wmt
10/15/2024,80.67,81.82,80.51,81.65,"13,276,220",price_wmt
10/14/2024,80.05,80.51,79.76,80.29,"9,914,477",price_wmt
10/11/2024,79.7,80.13,79.37,80.1,"9,570,734",price_wmt
10/10/2024,80.31,80.32,79.46,79.61,"10,812,700",price_wmt
10/09/2024,79.82,80.5,79.75,80.4,"12,413,030",price_wmt
10/08/2024,79.62,79.82,79.07,79.71,"15,269,960",price_wmt
10/07/2024,80.69,80.94,78.98,79.1,"16,791,650",price_wmt
10/04/2024,80.05,81.12,79.85,80.94,"11,591,390",price_wmt
10/03/2024,80.3,80.58,79.85,80.43,"11,640,420",price_wmt
10/02/2024,80.99,80.99,80.12,80.43,"16,618,270",price_wmt
10/01/2024,80.68,81.53,80.44,81.27,"16,054,250",price_wmt
11/20/2024,642.09,652.28,637.6,650.6,"1,880,673",price_intu
11/19/2024,636.1,646.87,632.4,644.17,"2,536,019",price_intu
11/18/2024,685.65,688.12,675.8,678.81,"1,580,409",price_intu
11/15/2024,691.16,692.85,680.21,687.87,"1,799,379",price_intu
11/14/2024,701.58,706.0,693.4,700.76,"1,769,831",price_intu
11/13/2024,697.25,714.78,695.02,706.25,"1,472,423",price_intu
11/12/2024,695.0,703.88,694.3,699.47,"1,409,525",price_intu
11/11/2024,683.79,698.96,682.3,697.35,"1,514,491",price_intu
11/08/2024,678.0,688.88,672.23,684.22,"1,705,774",price_intu
11/07/2024,651.74,675.1,651.74,674.15,"1,928,020",price_intu
11/06/2024,643.12,668.0,642.75,648.39,"2,963,912",price_intu
11/05/2024,619.86,622.29,610.71,618.83,"1,564,288",price_intu
11/04/2024,623.0,624.52,615.83,619.01,"1,152,530",price_intu
11/01/2024,605.0,626.38,603.0,621.74,"1,436,999",price_intu
10/31/2024,620.17,621.74,608.55,610.3,"1,478,604",price_intu
10/30/2024,623.79,629.47,619.91,621.11,"1,082,398",price_intu
10/29/2024,612.99,625.6,609.38,623.7,"1,134,801",price_intu
10/28/2024,612.84,613.77,607.89,612.09,"1,291,982",price_intu
10/25/2024,610.0,617.22,607.83,609.27,"1,000,674",price_intu
10/24/2024,602.91,608.79,602.0,603.98,"883,317",price_intu
10/23/2024,608.02,609.99,599.65,602.01,"1,119,205",price_intu
10/22/2024,608.92,613.29,605.28,609.59,"1,088,541",price_intu
10/21/2024,608.23,615.62,607.11,613.93,"1,058,121",price_intu
10/18/2024,601.34,615.44,600.11,613.29,"1,299,488",price_intu
10/17/2024,619.08,619.14,607.85,609.23,"1,135,351",price_intu
10/16/2024,616.58,618.07,607.46,609.39,"1,132,427",price_intu
10/15/2024,619.82,623.04,615.76,617.89,"1,259,317",price_intu
10/14/2024,620.31,620.31,612.8,617.16,"990,064",price_intu
10/11/2024,619.18,622.35,613.73,616.68,"1,275,688",price_intu
10/10/2024,618.0,621.49,616.0,619.3,"1,127,917",price_intu
10/09/2024,615.0,621.97,611.61,621.61,"1,183,577",price_intu
10/08/2024,608.01,614.55,603.82,613.37,"1,201,928",price_intu
10/07/2024,607.03,610.54,600.71,602.43,"1,711,215",price_intu
10/04/2024,608.2,614.34,605.12,610.67,"1,220,267",price_intu
10/03/2024,601.31,607.0,599.89,603.81,"1,290,000",price_intu
10/02/2024,607.4,612.63,604.26,607.28,"1,164,726",price_intu
10/01/2024,618.02,618.6,603.85,606.28,"1,869,058",price_intu
11/19/2024,127.55,130.34,126.36,130.24,"4,844,089",price_snow
11/18/2024,126.48,127.53,125.0,127.43,"4,589,918",price_snow
11/15/2024,128.59,128.95,123.36,125.96,"5,737,745",price_snow
11/14/2024,132.06,132.26,129.07,129.27,"4,959,602",price_snow
11/13/2024,126.38,134.59,126.01,130.73,"11,352,150",price_snow
11/12/2024,123.0,127.05,123.0,125.46,"5,754,758",price_snow
11/11/2024,122.22,123.71,121.69,123.5,"3,829,661",price_snow
11/08/2024,123.0,123.0,119.66,120.89,"4,914,403",price_snow
11/07/2024,122.26,124.96,122.02,123.54,"4,596,365",price_snow
11/06/2024,120.43,121.75,118.8,121.42,"5,455,889",price_snow
11/05/2024,114.26,117.34,113.65,116.5,"3,774,553",price_snow
11/04/2024,115.51,116.19,113.23,113.74,"3,762,473",price_snow
11/01/2024,115.98,117.06,113.25,115.49,"4,659,481",price_snow
10/31/2024,117.0,117.83,113.86,114.82,"5,284,636",price_snow
10/30/2024,118.25,121.19,118.02,118.99,"4,610,050",price_snow
10/29/2024,117.51,119.59,116.55,118.39,"4,154,581",price_snow
10/28/2024,117.84,119.2,116.86,117.33,"5,238,649",price_snow
10/25/2024,115.35,117.07,115.12,116.04,"2,718,781",price_snow
10/24/2024,114.84,116.33,113.94,114.92,"2,817,323",price_snow
10/23/2024,115.75,116.41,113.28,113.61,"2,925,310",price_snow
10/22/2024,116.9,117.58,114.13,115.5,"5,650,818",price_snow
10/21/2024,119.29,121.05,117.73,119.56,"2,577,079",price_snow
10/18/2024,120.0,120.56,118.22,119.54,"2,751,726",price_snow
10/17/2024,119.0,119.7,117.3,119.03,"4,023,528",price_snow
10/16/2024,123.5,123.5,118.82,118.9,"4,359,114",price_snow
10/15/2024,122.5,123.96,121.33,122.74,"3,182,623",price_snow
10/14/2024,125.42,126.5,122.5,123.16,"4,002,362",price_snow
10/11/2024,123.57,126.99,122.89,124.03,"6,703,174",price_snow
10/10/2024,119.48,123.87,119.15,123.79,"8,831,497",price_snow
10/09/2024,114.32,119.86,113.85,119.67,"8,812,299",price_snow
10/08/2024,113.77,115.02,113.13,113.52,"3,289,937",price_snow
10/07/2024,114.42,115.21,113.06,113.82,"4,186,437",price_snow
10/04/2024,112.01,115.69,111.15,114.72,"6,289,612",price_snow
10/03/2024,109.0,110.81,108.71,110.47,"4,122,448",price_snow
10/02/2024,109.96,111.38,109.16,109.65,"5,396,703",price_snow
10/01/2024,113.76,114.71,109.71,110.23,"7,087,817",price_snow
11/18/2024,288.24,297.12,285.0,289.01,"510,004",price_powl
11/15/2024,290.85,299.12,269.57,278.53,"658,122",price_powl
11/14/2024,317.23,319.74,293.91,300.51,"525,606",price_powl
11/13/2024,344.9,346.28,316.07,317.23,"685,932",price_powl
11/12/2024,347.33,353.0,338.0,343.86,"356,676",price_powl
11/11/2024,361.45,364.98,350.61,352.37,"317,939",price_powl
11/08/2024,337.25,352.75,333.06,346.37,"325,651",price_powl
11/07/2024,346.42,349.0,332.42,337.56,"398,953",price_powl
11/06/2024,320.72,350.48,307.43,347.77,"619,217",price_powl
11/05/2024,271.71,295.9,271.71,294.39,"322,149",price_powl
11/04/2024,273.23,281.99,266.22,268.85,"481,379",price_powl
11/01/2024,257.51,280.77,257.51,279.33,"587,426",price_powl
10/31/2024,253.18,257.07,248.04,254.98,"269,050",price_powl
10/30/2024,259.79,261.05,248.86,254.4,"409,700",price_powl
10/29/2024,255.59,262.58,252.09,261.36,"418,609",price_powl
10/28/2024,259.66,266.76,258.33,259.44,"264,584",price_powl
10/25/2024,252.95,257.95,250.3,254.31,"232,092",price_powl
10/24/2024,255.56,258.97,248.53,249.71,"292,156",price_powl
10/23/2024,262.56,263.45,245.99,255.17,"540,326",price_powl
10/22/2024,275.99,278.0,264.73,267.09,"365,771",price_powl
10/21/2024,271.0,280.71,268.16,279.96,"298,039",price_powl
10/18/2024,277.12,278.0,270.86,271.33,"222,670",price_powl
10/17/2024,283.57,284.45,274.03,275.58,"339,784",price_powl
10/16/2024,269.84,281.76,268.5,280.39,"367,420",price_powl
10/15/2024,264.59,266.39,252.63,264.55,"334,963",price_powl
10/14/2024,262.9,268.52,261.46,266.48,"284,216",price_powl
10/11/2024,246.66,263.5,246.65,262.97,"378,723",price_powl
10/10/2024,252.55,253.85,235.55,247.03,"471,547",price_powl
10/09/2024,254.86,260.55,252.51,255.01,"543,685",price_powl
10/08/2024,245.01,253.46,240.16,252.17,"400,534",price_powl
10/07/2024,244.63,254.09,242.5,246.01,"426,847",price_powl
10/04/2024,239.03,248.07,237.47,242.99,"432,056",price_powl
10/03/2024,231.64,242.0,225.33,232.22,"414,804",price_powl
10/02/2024,230.25,233.0,225.54,231.6,"402,112",price_powl
10/01/2024,220.27,230.02,214.2,228.51,"443,714",price_powl
11/19/2024,4.745,4.75,4.48,4.63,"81,563,516",price_nio
11/18/2024,4.605,4.75,4.55,4.67,"47,955,672",price_nio
11/15/2024,4.44,4.51,4.36,4.49,"46,287,434",price_nio
11/14/2024,4.57,4.65,4.43,4.43,"39,880,859",price_nio
11/13/2024,4.66,4.69,4.56,4.61,"45,111,281",price_nio
11/12/2024,4.88,4.88,4.58,4.58,"86,695,680",price_nio
11/11/2024,5.18,5.23,5.0,5.06,"51,270,559",price_nio
11/08/2024,5.16,5.2,5.015,5.09,"57,885,301",price_nio
11/07/2024,5.23,5.35,5.1301,5.31,"56,496,047",price_nio
11/06/2024,5.0,5.18,4.86,5.0,"81,290,898",price_nio
11/05/2024,5.28,5.38,5.22,5.28,"32,012,100",price_nio
11/04/2024,5.13,5.3,5.12,5.14,"36,745,793",price_nio
11/01/2024,5.14,5.19,5.0,5.1,"43,951,801",price_nio
10/31/2024,5.3,5.31,5.05,5.1,"50,277,422",price_nio
10/30/2024,5.44,5.44,5.3,5.35,"57,415,090",price_nio
10/29/2024,5.9,5.905,5.59,5.6,"64,407,152",price_nio
10/28/2024,5.38,6.03,5.37,5.81,"109,992,398",price_nio
10/25/2024,5.06,5.35,5.01,5.26,"67,917,086",price_nio
10/24/2024,5.15,5.16,4.96,4.98,"49,328,672",price_nio
10/23/2024,5.22,5.29,5.15,5.19,"36,170,879",price_nio
10/22/2024,5.16,5.35,5.15,5.23,"38,285,848",price_nio
10/21/2024,5.09,5.27,5.0518,5.14,"35,255,312",price_nio
10/18/2024,5.46,5.49,5.18,5.22,"66,972,484",price_nio
10/17/2024,5.36,5.36,5.05,5.15,"74,651,602",price_nio
10/16/2024,5.66,5.69,5.475,5.51,"46,932,633",price_nio
10/15/2024,5.61,5.81,5.55,5.62,"67,585,750",price_nio
10/14/2024,6.06,6.1799,5.76,5.79,"80,930,078",price_nio
10/11/2024,6.06,6.3,6.03,6.24,"42,897,922",price_nio
10/10/2024,6.23,6.35,6.1301,6.22,"47,902,281",price_nio
10/09/2024,6.08,6.45,5.9775,6.29,"70,071,070",price_nio
10/08/2024,6.26,6.4,6.11,6.24,"82,359,219",price_nio
10/07/2024,6.81,6.93,6.56,6.79,"78,405,039",price_nio
10/04/2024,6.72,6.8,6.4,6.77,"92,195,000",price_nio
10/03/2024,6.86,6.99,6.67,6.7,"99,136,031",price_nio
10/02/2024,7.24,7.38,6.8202,7.21,"135,598,094",price_nio
10/01/2024,6.9,7.08,6.44,7.03,"146,968,891",price_nio
11/19/2024,385.2,389.03,383.03,388.06,"2,378,209",price_panw
11/18/2024,393.0,393.38,385.73,386.83,"2,233,408",price_panw
11/15/2024,389.44,392.5,385.57,387.0,"2,204,087",price_panw
11/14/2024,402.11,403.16,394.03,394.39,"2,428,896",price_panw
11/13/2024,399.28,408.53,397.31,402.36,"1,964,735",price_panw
11/12/2024,395.76,399.31,393.97,398.02,"1,851,424",price_panw
11/11/2024,395.66,400.69,393.7,398.1,"1,880,482",price_panw
11/08/2024,389.0,393.21,384.27,391.4,"2,058,275",price_panw
11/07/2024,378.59,387.21,376.22,387.0,"2,105,324",price_panw
11/06/2024,378.0,386.2,376.0,385.18,"2,515,730",price_panw
11/05/2024,364.49,368.49,362.2,366.29,"1,353,740",price_panw
11/04/2024,360.65,363.88,356.0,361.12,"1,532,412",price_panw
11/01/2024,359.03,365.77,357.1,362.64,"2,926,275",price_panw
10/31/2024,364.68,369.38,358.2,360.33,"2,031,981",price_panw
10/30/2024,364.34,367.88,358.69,359.51,"1,470,205",price_panw
10/29/2024,361.77,367.47,357.79,365.39,"2,205,140",price_panw
10/28/2024,368.0,368.91,361.43,362.35,"1,563,672",price_panw
10/25/2024,367.73,372.4,365.74,366.44,"1,347,173",price_panw
10/24/2024,360.71,366.51,360.15,364.58,"1,484,868",price_panw
10/23/2024,373.56,374.15,357.58,358.19,"2,701,126",price_panw
10/22/2024,374.72,379.27,371.31,376.1,"1,583,721",price_panw
10/21/2024,374.97,384.0,373.03,378.41,"2,181,251",price_panw
10/18/2024,373.21,376.0,372.64,374.83,"1,449,963",price_panw
10/17/2024,372.0,379.73,370.33,376.15,"1,547,614",price_panw
10/16/2024,374.44,374.54,367.41,373.23,"3,083,437",price_panw
10/15/2024,373.05,376.32,370.01,374.44,"3,728,964",price_panw
10/14/2024,376.99,377.13,369.79,373.91,"1,494,881",price_panw
10/11/2024,369.01,378.33,368.95,373.2,"2,298,019",price_panw
10/10/2024,360.0,369.79,360.0,369.4,"2,226,193",price_panw
10/09/2024,355.13,363.56,355.0,362.87,"2,459,228",price_panw
10/08/2024,345.4,357.0,345.0,355.13,"3,318,500",price_panw
10/07/2024,340.62,345.56,336.81,337.94,"2,399,564",price_panw
10/04/2024,342.0,342.96,335.59,342.36,"2,037,059",price_panw
10/03/2024,329.96,336.69,328.91,335.94,"2,010,347",price_panw
10/02/2024,330.55,337.62,328.55,332.13,"2,052,611",price_panw
10/01/2024,341.6,341.78,328.25,329.29,"2,702,979",price_panw
11/15/2024,30.26,30.26,29.08,29.49,"889,324",price_sym
11/14/2024,31.91,32.61,29.82,29.93,"1,321,187",price_sym
11/13/2024,34.3,35.23,31.05,31.49,"1,567,491",price_sym
11/12/2024,33.79,34.84,33.61,34.32,"813,178",price_sym
11/11/2024,35.05,36.45,34.3,34.9,"1,629,730",price_sym
11/08/2024,32.2,33.97,32.2,33.95,"1,269,127",price_sym
11/07/2024,32.71,32.89,31.8,32.54,"1,147,000",price_sym
11/06/2024,30.42,31.82,29.5,31.63,"1,353,264",price_sym
11/05/2024,28.57,29.93,28.14,29.3,"684,670",price_sym
11/04/2024,28.02,28.93,27.96,28.53,"465,093",price_sym
11/01/2024,28.35,29.2,28.18,28.44,"669,663",price_sym
10/31/2024,29.56,29.89,27.44,27.79,"1,062,889",price_sym
10/30/2024,29.31,31.32,29.31,29.96,"1,641,652",price_sym
10/29/2024,28.37,29.68,27.85,29.52,"1,016,714",price_sym
10/28/2024,27.99,28.99,27.66,28.41,"811,387",price_sym
10/25/2024,28.65,29.69,27.1,27.42,"1,434,647",price_sym
10/24/2024,28.34,29.16,28.32,28.58,"543,980",price_sym
10/23/2024,29.09,29.79,27.75,28.31,"954,553",price_sym
10/22/2024,30.02,30.27,28.88,29.47,"897,073",price_sym
10/21/2024,30.1,30.62,29.6,30.14,"1,089,067",price_sym
10/18/2024,29.68,31.4,29.5,30.05,"1,350,931",price_sym
10/17/2024,28.88,29.88,28.33,29.38,"1,992,080",price_sym
10/16/2024,29.1,29.78,28.18,28.84,"850,364",price_sym
10/15/2024,28.61,29.25,27.75,28.83,"918,741",price_sym
10/14/2024,30.06,30.5,28.02,28.66,"1,899,254",price_sym
10/11/2024,27.86,31.77,27.73,29.93,"4,898,580",price_sym
10/10/2024,23.85,28.23,23.81,27.51,"5,282,133",price_sym
10/09/2024,23.45,23.81,23.15,23.24,"519,373",price_sym
10/08/2024,23.53,23.84,22.96,23.38,"844,289",price_sym
10/07/2024,23.85,23.92,23.27,23.72,"688,237",price_sym
10/04/2024,23.7,24.14,22.94,23.84,"1,277,590",price_sym
10/03/2024,23.94,24.18,22.91,23.06,"1,420,963",price_sym
10/02/2024,23.57,24.39,23.28,24.18,"800,536",price_sym
10/01/2024,24.35,24.44,23.37,23.83,"976,614",price_sym
11/19/2024,156.2,158.42,154.01,156.0,"9,170,486",price_tgt
11/18/2024,153.0,157.03,152.78,156.56,"6,508,271",price_tgt
11/15/2024,153.83,154.21,151.92,152.13,"3,888,688",price_tgt
11/14/2024,154.76,155.92,152.85,153.47,"4,075,055",price_tgt
11/13/2024,155.5,156.97,154.75,154.99,"3,624,515",price_tgt
11/12/2024,154.8,157.06,153.73,155.65,"5,082,085",price_tgt
11/11/2024,150.0,154.7,149.9,153.28,"3,541,650",price_tgt
11/08/2024,151.51,151.6,149.63,149.78,"3,323,610",price_tgt
11/07/2024,147.8,152.25,147.6,150.91,"4,862,354",price_tgt
11/06/2024,151.7,151.7,145.08,147.29,"7,506,637",price_tgt
11/05/2024,150.01,151.83,149.53,150.99,"2,692,273",price_tgt
11/04/2024,150.46,152.68,149.8,149.99,"3,289,701",price_tgt
11/01/2024,151.38,151.82,150.11,150.84,"2,453,210",price_tgt
10/31/2024,149.04,150.72,148.09,150.04,"3,229,478",price_tgt
10/30/2024,148.0,149.79,147.69,148.52,"2,520,491",price_tgt
10/29/2024,148.9,150.22,147.72,147.93,"2,881,493",price_tgt
10/28/2024,152.65,153.38,149.28,149.3,"2,523,740",price_tgt
10/25/2024,151.51,153.08,150.95,151.16,"4,082,176",price_tgt
10/24/2024,149.21,150.5,148.62,150.18,"3,060,349",price_tgt
10/23/2024,148.33,149.39,147.41,148.05,"3,961,995",price_tgt
10/22/2024,150.04,150.28,148.65,149.19,"2,815,030",price_tgt
10/21/2024,156.0,156.06,150.06,150.91,"4,455,218",price_tgt
10/18/2024,156.49,157.07,154.71,156.84,"2,988,748",price_tgt
10/17/2024,158.88,158.97,155.51,155.89,"2,879,828",price_tgt
10/16/2024,160.7,160.79,158.45,158.87,"3,124,548",price_tgt
10/15/2024,158.65,161.5,158.44,160.69,"2,988,018",price_tgt
10/14/2024,158.2,159.56,156.55,157.97,"2,534,419",price_tgt
10/11/2024,156.69,158.83,156.43,158.46,"3,594,086",price_tgt
10/10/2024,154.33,156.26,152.33,155.97,"3,139,067",price_tgt
10/09/2024,151.56,154.44,150.25,154.33,"3,514,297",price_tgt
10/08/2024,148.99,151.78,148.81,151.32,"3,224,142",price_tgt
10/07/2024,152.63,152.63,147.91,149.0,"3,301,408",price_tgt
10/04/2024,151.92,153.87,151.32,152.88,"3,557,483",price_tgt
10/03/2024,149.89,150.0,147.54,149.6,"4,790,132",price_tgt
10/02/2024,151.66,152.45,149.96,150.4,"2,794,972",price_tgt
10/01/2024,155.25,155.4,151.37,152.2,"3,994,414",price_tgt
11/19/2024,141.32,147.13,140.99,147.01,"227,834,891",price_nvda
11/18/2024,139.5,141.55,137.15,140.15,"221,866,000",price_nvda
11/15/2024,144.87,145.24,140.08,141.98,"250,132,891",price_nvda
11/14/2024,147.64,149.0,145.55,146.76,"194,463,297",price_nvda
11/13/2024,149.07,149.33,145.9,146.27,"191,903,297",price_nvda
11/12/2024,146.78,149.65,146.01,148.29,"198,634,703",price_nvda
11/11/2024,148.68,148.85,143.57,145.26,"182,325,594",price_nvda
11/08/2024,148.77,149.77,146.26,147.63,"175,665,797",price_nvda
11/07/2024,146.39,148.93,146.17,148.88,"207,323,297",price_nvda
11/06/2024,142.96,146.49,141.96,145.61,"242,043,906",price_nvda
11/05/2024,137.45,140.37,137.33,139.91,"160,537,406",price_nvda
11/04/2024,137.21,138.96,135.57,136.05,"187,528,188",price_nvda
11/01/2024,134.7,137.31,134.57,135.4,"207,127,812",price_nvda
10/31/2024,137.6,137.61,132.11,132.76,"270,039,625",price_nvda
10/30/2024,139.54,140.33,136.81,139.34,"179,418,094",price_nvda
10/29/2024,140.29,142.26,138.9,141.25,"157,593,594",price_nvda
10/28/2024,143.0,143.14,140.05,140.52,"173,586,703",price_nvda
10/25/2024,140.93,144.13,140.8,141.54,"205,122,094",price_nvda
10/24/2024,140.82,141.35,138.46,140.41,"172,354,891",price_nvda
10/23/2024,142.03,142.43,137.46,139.56,"285,929,969",price_nvda
10/22/2024,142.91,144.42,141.78,143.59,"226,311,594",price_nvda
10/21/2024,138.13,143.71,138.0,143.71,"264,554,500",price_nvda
10/18/2024,138.67,138.9,137.28,138.0,"176,090,203",price_nvda
10/17/2024,139.34,140.89,136.87,136.93,"306,435,906",price_nvda
10/16/2024,133.98,136.62,131.58,135.72,"264,879,688",price_nvda
10/15/2024,137.87,138.57,128.74,131.6,"377,831,000",price_nvda
10/14/2024,136.47,139.6,136.3,138.07,"232,347,703",price_nvda
10/11/2024,134.01,135.78,133.66,134.8,"170,209,500",price_nvda
10/10/2024,131.91,135.0,131.0,134.81,"242,311,297",price_nvda
10/09/2024,134.11,134.52,131.38,132.65,"246,191,594",price_nvda
10/08/2024,130.26,133.48,129.42,132.89,"285,722,500",price_nvda
10/07/2024,124.99,130.64,124.95,127.72,"346,250,219",price_nvda
10/04/2024,124.94,125.04,121.83,124.92,"244,465,594",price_nvda
10/03/2024,120.92,124.36,120.34,122.85,"277,118,031",price_nvda
10/02/2024,116.44,119.38,115.14,118.85,"221,845,906",price_nvda
10/01/2024,121.77,122.44,115.79,117.0,"302,094,500",price_nvda
11/18/2024,149.56,151.6,148.43,151.42,"1,937,449",price_keys
11/15/2024,151.92,152.79,149.27,149.37,"1,282,196",price_keys
11/14/2024,157.04,157.7,153.02,153.68,"1,223,400",price_keys
11/13/2024,160.0,160.63,156.51,157.3,"1,299,785",price_keys
11/12/2024,163.41,164.32,160.66,161.21,"743,206",price_keys
11/11/2024,165.4,166.28,162.11,163.74,"903,642",price_keys
11/08/2024,164.3,165.52,163.22,165.42,"844,267",price_keys
11/07/2024,162.51,165.36,162.06,165.18,"1,147,399",price_keys
11/06/2024,160.74,162.34,158.67,161.85,"1,729,915",price_keys
11/05/2024,153.69,155.39,152.61,154.89,"1,043,084",price_keys
11/04/2024,154.01,155.79,153.41,153.56,"1,127,427",price_keys
11/01/2024,150.08,152.66,149.85,151.55,"1,014,004",price_keys
10/31/2024,151.0,151.19,148.37,149.01,"864,148",price_keys
10/30/2024,154.24,154.8,151.96,151.98,"918,890",price_keys
10/29/2024,155.58,156.81,155.22,155.27,"1,009,719",price_keys
10/28/2024,157.52,157.72,155.7,155.73,"733,728",price_keys
10/25/2024,154.9,156.46,154.86,155.98,"795,947",price_keys
10/24/2024,154.2,154.69,152.94,153.75,"587,113",price_keys
10/23/2024,155.0,155.62,151.44,153.35,"621,481",price_keys
10/22/2024,156.93,157.51,153.05,155.36,"916,483",price_keys
10/21/2024,159.2,159.34,157.06,157.82,"851,288",price_keys
10/18/2024,159.44,161.0,158.29,159.95,"940,769",price_keys
10/17/2024,157.97,158.81,157.43,158.17,"893,475",price_keys
10/16/2024,158.69,159.76,157.13,157.25,"959,735",price_keys
10/15/2024,159.41,162.42,156.68,158.06,"2,345,751",price_keys
10/14/2024,159.0,159.33,157.69,158.96,"1,348,644",price_keys
10/11/2024,157.2,159.86,157.2,159.01,"653,846",price_keys
10/10/2024,156.17,157.89,155.51,157.51,"673,776",price_keys
10/09/2024,156.18,160.17,155.66,158.11,"1,025,224",price_keys
10/08/2024,156.04,156.39,154.63,155.58,"804,751",price_keys
10/07/2024,155.07,156.5,154.85,155.99,"989,988",price_keys
10/04/2024,157.18,157.26,154.93,156.38,"667,589",price_keys
10/03/2024,154.53,155.09,152.62,154.57,"602,692",price_keys
10/02/2024,154.5,157.15,153.76,155.69,"689,929",price_keys
10/01/2024,158.34,158.34,153.68,154.71,"973,488",price_keys
